,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,LR_pair,#ID Interactor A,ID Interactor B,Alt IDs Interactor A,Alt IDs Interactor B,Aliases Interactor A,Aliases Interactor B,Interaction Detection Method,Publication 1st Author,Publication Identifiers,Taxid Interactor A,Taxid Interactor B,Interaction Types,Source Database,Interaction Identifiers,Confidence Values
82,HLA-G_LILRB2,MHC-I,HLA-G,LILRB2,,,,,PMID: 28484462,Cell-Cell Contact,HLA-G - LILRB2,HLA-G:LILRB2,entrez gene/locuslink:10288,entrez gene/locuslink:3135,biogrid:115577|entrez gene/locuslink:LILRB2|entrez gene/locuslink:XXbac-BCX105G6.12-005|refseq:NP_001074447|refseq:NP_005865|refseq:NP_001265333|refseq:NP_001265332|refseq:NP_001265335|refseq:NP_001265334,biogrid:109380|entrez gene/locuslink:HLA-G|entrez gene/locuslink:DADB-15K14.8|uniprot/swiss-prot:P17693|refseq:NP_002118,entrez gene/locuslink:CD85D(gene name synonym)|entrez gene/locuslink:ILT-4(gene name synonym)|entrez gene/locuslink:ILT4(gene name synonym)|entrez gene/locuslink:LIR-2(gene name synonym)|entrez gene/locuslink:LIR2(gene name synonym)|entrez gene/locuslink:MIR-10(gene name synonym)|entrez gene/locuslink:MIR10(gene name synonym),entrez gene/locuslink:MHC-G(gene name synonym),"psi-mi:""MI:0096""(pull down)",Shiroishi M (2003),pubmed:12853576,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:256233,-
83,HLA-G_LILRB1,MHC-I,HLA-G,LILRB1,,,,,PMID: 28484462,Cell-Cell Contact,HLA-G - LILRB1,HLA-G:LILRB1,entrez gene/locuslink:10859,entrez gene/locuslink:3135,biogrid:116070|entrez gene/locuslink:LILRB1|entrez gene/locuslink:XXbac-BCX85G21.4|uniprot/swiss-prot:Q8NHL6|refseq:NP_006660|refseq:NP_001265328|refseq:NP_001075107|refseq:NP_001075106|refseq:NP_001075108|refseq:NP_001265327,biogrid:109380|entrez gene/locuslink:HLA-G|entrez gene/locuslink:DADB-15K14.8|uniprot/swiss-prot:P17693|refseq:NP_002118,entrez gene/locuslink:CD85J(gene name synonym)|entrez gene/locuslink:ILT-2(gene name synonym)|entrez gene/locuslink:ILT2(gene name synonym)|entrez gene/locuslink:LIR-1(gene name synonym)|entrez gene/locuslink:LIR1(gene name synonym)|entrez gene/locuslink:MIR-7(gene name synonym)|entrez gene/locuslink:MIR7(gene name synonym),entrez gene/locuslink:MHC-G(gene name synonym),"psi-mi:""MI:0096""(pull down)",Shiroishi M (2003),pubmed:12853576,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:256236,-
84,SCGB3A2_MARCO,UGRP1,SCGB3A2,MARCO,,,,,PMID: 12847263,Secreted Signaling,SCGB3A2 - MARCO,SCGB3A2:MARCO,entrez gene/locuslink:8685,entrez gene/locuslink:117156,biogrid:114232|entrez gene/locuslink:MARCO|uniprot/swiss-prot:Q9UEW3|refseq:NP_006761,biogrid:125562|entrez gene/locuslink:SCGB3A2|entrez gene/locuslink:UNQ566/PRO1128|uniprot/swiss-prot:Q96PL1|refseq:NP_473364,entrez gene/locuslink:SCARA2(gene name synonym),entrez gene/locuslink:LU103(gene name synonym)|entrez gene/locuslink:PNSP1(gene name synonym)|entrez gene/locuslink:UGRP1(gene name synonym)|entrez gene/locuslink:pnSP-1(gene name synonym),"psi-mi:""MI:0055""(fluorescent resonance energy transfer)",Bin LH (2003),pubmed:12847263,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:256273,-
85,SEMA3A_NRP1_PLXNA4,SEMA3,SEMA3A,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling,SEMA3A - (NRP1+PLXNA4),SEMA3A:NRP1_PLXNA4,entrez gene/locuslink:8829,entrez gene/locuslink:10371,biogrid:114356|entrez gene/locuslink:NRP1|entrez gene/locuslink:RP11-342D11.1|uniprot/swiss-prot:O14786|refseq:NP_001316997|refseq:NP_003864|refseq:NP_001231901|refseq:NP_001231902|refseq:NP_001019799|refseq:NP_001019800,biogrid:115650|entrez gene/locuslink:SEMA3A|uniprot/swiss-prot:Q14563|refseq:NP_006071,entrez gene/locuslink:BDCA4(gene name synonym)|entrez gene/locuslink:CD304(gene name synonym)|entrez gene/locuslink:NP1(gene name synonym)|entrez gene/locuslink:NRP(gene name synonym)|entrez gene/locuslink:VEGF165R(gene name synonym),entrez gene/locuslink:COLL1(gene name synonym)|entrez gene/locuslink:HH16(gene name synonym)|entrez gene/locuslink:Hsema-I(gene name synonym)|entrez gene/locuslink:Hsema-III(gene name synonym)|entrez gene/locuslink:SEMA1(gene name synonym)|entrez gene/locuslink:SEMAD(gene name synonym)|entrez gene/locuslink:SEMAIII(gene name synonym)|entrez gene/locuslink:SEMAL(gene name synonym)|entrez gene/locuslink:SemD(gene name synonym)|entrez gene/locuslink:coll-1(gene name synonym),"psi-mi:""MI:0096""(pull down)",Gu C (2002),pubmed:11886873,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2563623,-
86,CXCL10_CXCR3,CXCL,CXCL10,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL10 - CXCR3,CXCL10:CXCR3,entrez gene/locuslink:2833,entrez gene/locuslink:3627,biogrid:109094|entrez gene/locuslink:CXCR3|uniprot/swiss-prot:P49682|refseq:NP_001136269|refseq:NP_001495,biogrid:109839|entrez gene/locuslink:CXCL10|uniprot/swiss-prot:P02778|refseq:NP_001556,entrez gene/locuslink:CD182(gene name synonym)|entrez gene/locuslink:CD183(gene name synonym)|entrez gene/locuslink:CKR-L2(gene name synonym)|entrez gene/locuslink:CMKAR3(gene name synonym)|entrez gene/locuslink:GPR9(gene name synonym)|entrez gene/locuslink:IP10-R(gene name synonym)|entrez gene/locuslink:Mig-R(gene name synonym)|entrez gene/locuslink:MigR(gene name synonym),entrez gene/locuslink:C7(gene name synonym)|entrez gene/locuslink:IFI10(gene name synonym)|entrez gene/locuslink:INP10(gene name synonym)|entrez gene/locuslink:IP-10(gene name synonym)|entrez gene/locuslink:SCYB10(gene name synonym)|entrez gene/locuslink:crg-2(gene name synonym)|entrez gene/locuslink:gIP-10(gene name synonym)|entrez gene/locuslink:mob-1(gene name synonym),"psi-mi:""MI:0096""(pull down)",Lasagni L (2003),pubmed:12782716,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:258607,-
87,PF4_CXCR3,CXCL,PF4,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,PF4 - CXCR3,PF4:CXCR3,entrez gene/locuslink:2833,entrez gene/locuslink:5196,biogrid:109094|entrez gene/locuslink:CXCR3|uniprot/swiss-prot:P49682|refseq:NP_001136269|refseq:NP_001495,biogrid:111219|entrez gene/locuslink:PF4|uniprot/swiss-prot:P02776|refseq:NP_002610,entrez gene/locuslink:CD182(gene name synonym)|entrez gene/locuslink:CD183(gene name synonym)|entrez gene/locuslink:CKR-L2(gene name synonym)|entrez gene/locuslink:CMKAR3(gene name synonym)|entrez gene/locuslink:GPR9(gene name synonym)|entrez gene/locuslink:IP10-R(gene name synonym)|entrez gene/locuslink:Mig-R(gene name synonym)|entrez gene/locuslink:MigR(gene name synonym),entrez gene/locuslink:CXCL4(gene name synonym)|entrez gene/locuslink:PF-4(gene name synonym)|entrez gene/locuslink:SCYB4(gene name synonym),"psi-mi:""MI:0096""(pull down)",Lasagni L (2003),pubmed:12782716,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:258608,-
88,CXCL9_CXCR3,CXCL,CXCL9,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL9 - CXCR3,CXCL9:CXCR3,entrez gene/locuslink:2833,entrez gene/locuslink:4283,biogrid:109094|entrez gene/locuslink:CXCR3|uniprot/swiss-prot:P49682|refseq:NP_001136269|refseq:NP_001495,biogrid:110429|entrez gene/locuslink:CXCL9|uniprot/swiss-prot:Q07325|refseq:NP_002407,entrez gene/locuslink:CD182(gene name synonym)|entrez gene/locuslink:CD183(gene name synonym)|entrez gene/locuslink:CKR-L2(gene name synonym)|entrez gene/locuslink:CMKAR3(gene name synonym)|entrez gene/locuslink:GPR9(gene name synonym)|entrez gene/locuslink:IP10-R(gene name synonym)|entrez gene/locuslink:Mig-R(gene name synonym)|entrez gene/locuslink:MigR(gene name synonym),entrez gene/locuslink:CMK(gene name synonym)|entrez gene/locuslink:Humig(gene name synonym)|entrez gene/locuslink:MIG(gene name synonym)|entrez gene/locuslink:SCYB9(gene name synonym)|entrez gene/locuslink:crg-10(gene name synonym),"psi-mi:""MI:0096""(pull down)",Lasagni L (2003),pubmed:12782716,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:258609,-
89,CXCL11_CXCR3,CXCL,CXCL11,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL11 - CXCR3,CXCL11:CXCR3,entrez gene/locuslink:2833,entrez gene/locuslink:6373,biogrid:109094|entrez gene/locuslink:CXCR3|uniprot/swiss-prot:P49682|refseq:NP_001136269|refseq:NP_001495,biogrid:112275|entrez gene/locuslink:CXCL11|uniprot/swiss-prot:O14625|refseq:NP_001289052|refseq:NP_005400,entrez gene/locuslink:CD182(gene name synonym)|entrez gene/locuslink:CD183(gene name synonym)|entrez gene/locuslink:CKR-L2(gene name synonym)|entrez gene/locuslink:CMKAR3(gene name synonym)|entrez gene/locuslink:GPR9(gene name synonym)|entrez gene/locuslink:IP10-R(gene name synonym)|entrez gene/locuslink:Mig-R(gene name synonym)|entrez gene/locuslink:MigR(gene name synonym),entrez gene/locuslink:H174(gene name synonym)|entrez gene/locuslink:I-TAC(gene name synonym)|entrez gene/locuslink:IP-9(gene name synonym)|entrez gene/locuslink:IP9(gene name synonym)|entrez gene/locuslink:SCYB11(gene name synonym)|entrez gene/locuslink:SCYB9B(gene name synonym)|entrez gene/locuslink:b-R1(gene name synonym),"psi-mi:""MI:0096""(pull down)",Lasagni L (2003),pubmed:12782716,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:258610,-
90,HBEGF_EGFR,EGF,HBEGF,EGFR,,,,,KEGG: hsa04012,Secreted Signaling,HBEGF - EGFR,HBEGF:EGFR,entrez gene/locuslink:1839,entrez gene/locuslink:1956,biogrid:108172|entrez gene/locuslink:HBEGF|uniprot/swiss-prot:Q99075|refseq:NP_001936,biogrid:108276|entrez gene/locuslink:EGFR|uniprot/swiss-prot:P00533|refseq:NP_001333829|refseq:NP_001333828|refseq:NP_958440|refseq:NP_005219|refseq:NP_001333827|refseq:NP_001333826|refseq:NP_958441|refseq:NP_001333870|refseq:NP_958439,entrez gene/locuslink:DTR(gene name synonym)|entrez gene/locuslink:DTS(gene name synonym)|entrez gene/locuslink:DTSF(gene name synonym)|entrez gene/locuslink:HEGFL(gene name synonym),entrez gene/locuslink:ERBB(gene name synonym)|entrez gene/locuslink:ERBB1(gene name synonym)|entrez gene/locuslink:HER1(gene name synonym)|entrez gene/locuslink:NISBD2(gene name synonym)|entrez gene/locuslink:PIG61(gene name synonym)|entrez gene/locuslink:mENA(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Shin SY (2003),pubmed:12725245,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:258931,-
91,TNFSF13B_TNFRSF17,BAFF,TNFSF13B,TNFRSF17,,,,,KEGG: hsa04060,Secreted Signaling,TNFSF13B - TNFRSF17,TNFSF13B:TNFRSF17,entrez gene/locuslink:10673,entrez gene/locuslink:608,biogrid:115915|entrez gene/locuslink:TNFSF13B|entrez gene/locuslink:RP11-153I24.1|uniprot/swiss-prot:Q9Y275|refseq:NP_001139117|refseq:NP_006564,biogrid:107080|entrez gene/locuslink:TNFRSF17|uniprot/swiss-prot:Q02223|refseq:NP_001183,entrez gene/locuslink:BAFF(gene name synonym)|entrez gene/locuslink:BLYS(gene name synonym)|entrez gene/locuslink:CD257(gene name synonym)|entrez gene/locuslink:DTL(gene name synonym)|entrez gene/locuslink:TALL-1(gene name synonym)|entrez gene/locuslink:TALL1(gene name synonym)|entrez gene/locuslink:THANK(gene name synonym)|entrez gene/locuslink:TNFSF20(gene name synonym)|entrez gene/locuslink:ZTNF4(gene name synonym),entrez gene/locuslink:BCM(gene name synonym)|entrez gene/locuslink:BCMA(gene name synonym)|entrez gene/locuslink:CD269(gene name synonym)|entrez gene/locuslink:TNFRSF13A(gene name synonym),"psi-mi:""MI:0114""(x-ray crystallography)",Liu Y (2003),pubmed:12721620,taxid:9606,taxid:9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0463""(biogrid)",biogrid:258984,-
92,TNFSF13B_TNFRSF13C,BAFF,TNFSF13B,TNFRSF13C,,,,,KEGG: hsa04060,Secreted Signaling,TNFSF13B - TNFRSF13C,TNFSF13B:TNFRSF13C,entrez gene/locuslink:10673,entrez gene/locuslink:115650,biogrid:115915|entrez gene/locuslink:TNFSF13B|entrez gene/locuslink:RP11-153I24.1|uniprot/swiss-prot:Q9Y275|refseq:NP_001139117|refseq:NP_006564,biogrid:125443|entrez gene/locuslink:TNFRSF13C|entrez gene/locuslink:CTA-250D10.7|uniprot/swiss-prot:Q96RJ3|refseq:NP_443177,entrez gene/locuslink:BAFF(gene name synonym)|entrez gene/locuslink:BLYS(gene name synonym)|entrez gene/locuslink:CD257(gene name synonym)|entrez gene/locuslink:DTL(gene name synonym)|entrez gene/locuslink:TALL-1(gene name synonym)|entrez gene/locuslink:TALL1(gene name synonym)|entrez gene/locuslink:THANK(gene name synonym)|entrez gene/locuslink:TNFSF20(gene name synonym)|entrez gene/locuslink:ZTNF4(gene name synonym),entrez gene/locuslink:BAFF-R(gene name synonym)|entrez gene/locuslink:BAFFR(gene name synonym)|entrez gene/locuslink:BROMIX(gene name synonym)|entrez gene/locuslink:CD268(gene name synonym)|entrez gene/locuslink:CVID4(gene name synonym)|entrez gene/locuslink:prolixin(gene name synonym),"psi-mi:""MI:0114""(x-ray crystallography)",Liu Y (2003),pubmed:12721620,taxid:9606,taxid:9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0463""(biogrid)",biogrid:258985,-
93,VEGFA_VEGFR2,VEGF,VEGFA,KDR,,,VEGF activation receptor,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA - VEGFR2,VEGFA:KDR,entrez gene/locuslink:7422,entrez gene/locuslink:3791,biogrid:113265|entrez gene/locuslink:VEGFA|entrez gene/locuslink:RP1-261G23.1|uniprot/swiss-prot:P15692|refseq:NP_001165099|refseq:NP_001165098|refseq:NP_001020541|refseq:NP_001020540|refseq:NP_001020537|refseq:NP_001165093|refseq:NP_001020539|refseq:NP_003367|refseq:NP_001165097|refseq:NP_001165096|refseq:NP_001165095|refseq:NP_001165094|refseq:NP_001020538|refseq:NP_001273973|refseq:NP_001165101|refseq:NP_001165100|refseq:NP_001191314|refseq:NP_001191313|refseq:NP_001028928,biogrid:109992|entrez gene/locuslink:KDR|uniprot/swiss-prot:P35968|refseq:NP_002244,entrez gene/locuslink:MVCD1(gene name synonym)|entrez gene/locuslink:VEGF(gene name synonym)|entrez gene/locuslink:VPF(gene name synonym),entrez gene/locuslink:CD309(gene name synonym)|entrez gene/locuslink:FLK1(gene name synonym)|entrez gene/locuslink:VEGFR(gene name synonym)|entrez gene/locuslink:VEGFR2(gene name synonym),"psi-mi:""MI:0415""(enzymatic study)",Luque A (2003),pubmed:12716911,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:259129,-
94,LIF_LIFR_IL6ST,LIFR,LIF,LIFR_IL6ST,,,,,KEGG: hsa04060,Secreted Signaling,LIF - (LIFR+IL6ST),LIF:LIFR_IL6ST,entrez gene/locuslink:3977,entrez gene/locuslink:3976,biogrid:110165|entrez gene/locuslink:LIFR|uniprot/swiss-prot:P42702|refseq:NP_002301|refseq:NP_001351227|refseq:NP_001121143|refseq:NP_001351226,biogrid:110164|entrez gene/locuslink:LIF|uniprot/swiss-prot:P15018|refseq:NP_002300|refseq:NP_001244064,entrez gene/locuslink:CD118(gene name synonym)|entrez gene/locuslink:LIF-R(gene name synonym)|entrez gene/locuslink:SJS2(gene name synonym)|entrez gene/locuslink:STWS(gene name synonym)|entrez gene/locuslink:SWS(gene name synonym),entrez gene/locuslink:CDF(gene name synonym)|entrez gene/locuslink:DIA(gene name synonym)|entrez gene/locuslink:HILDA(gene name synonym)|entrez gene/locuslink:MLPLI(gene name synonym),"psi-mi:""MI:0096""(pull down)",Bitard J (2003),pubmed:12601009,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:260392,-
95,MDK_ALK,MK,MDK,ALK,,,,,PMID: 19459784,Secreted Signaling,MDK - ALK,MDK:ALK,entrez gene/locuslink:4192,entrez gene/locuslink:238,biogrid:110357|entrez gene/locuslink:MDK|uniprot/swiss-prot:P21741|refseq:NP_002382|refseq:NP_001257479|refseq:NP_001012333|refseq:NP_001257480|refseq:NP_001257481|refseq:NP_001012334,biogrid:106739|entrez gene/locuslink:ALK|uniprot/swiss-prot:Q9UM73|refseq:NP_004295,entrez gene/locuslink:ARAP(gene name synonym)|entrez gene/locuslink:MK(gene name synonym)|entrez gene/locuslink:NEGF2(gene name synonym),entrez gene/locuslink:CD246(gene name synonym)|entrez gene/locuslink:NBLST3(gene name synonym),"psi-mi:""MI:0096""(pull down)",Stoica GE (2002),pubmed:12122009,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2640175,-
96,GDNF_GFRA1,GDNF,GDNF,GFRA1_RET,,,,,PMID: 11544105,Secreted Signaling,GDNF - GFRA1,GDNF:GFRA1_RET,entrez gene/locuslink:2674,entrez gene/locuslink:2668,biogrid:108942|entrez gene/locuslink:GFRA1|uniprot/swiss-prot:P56159|refseq:NP_665736|refseq:NP_001138925|refseq:NP_005255,biogrid:108936|entrez gene/locuslink:GDNF|uniprot/swiss-prot:P39905|refseq:NP_001265027|refseq:NP_000505|refseq:NP_001177397|refseq:NP_954701|refseq:NP_001177398,entrez gene/locuslink:GDNFR(gene name synonym)|entrez gene/locuslink:GDNFRA(gene name synonym)|entrez gene/locuslink:GFR-ALPHA-1(gene name synonym)|entrez gene/locuslink:RET1L(gene name synonym)|entrez gene/locuslink:RETL1(gene name synonym)|entrez gene/locuslink:TRNR1(gene name synonym),entrez gene/locuslink:ATF1(gene name synonym)|entrez gene/locuslink:ATF2(gene name synonym)|entrez gene/locuslink:HFB1-GDNF(gene name synonym)|entrez gene/locuslink:HSCR3(gene name synonym),"psi-mi:""MI:0096""(pull down)",Jing S (1997),pubmed:9407096,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:274598,-
97,NRTN_GFRA2,GDNF,NRTN,GFRA2_RET,,,,,PMID: 11544106,Secreted Signaling,NRTN - GFRA2,NRTN:GFRA2_RET,entrez gene/locuslink:2675,entrez gene/locuslink:4902,biogrid:108943|entrez gene/locuslink:GFRA2|uniprot/swiss-prot:O00451|refseq:NP_001486|refseq:NP_001158510|refseq:NP_001158511,biogrid:110958|entrez gene/locuslink:NRTN|uniprot/swiss-prot:Q99748|refseq:NP_004549,entrez gene/locuslink:GDNFRB(gene name synonym)|entrez gene/locuslink:NRTNR-ALPHA(gene name synonym)|entrez gene/locuslink:NTNRA(gene name synonym)|entrez gene/locuslink:RETL2(gene name synonym)|entrez gene/locuslink:TRNR2(gene name synonym),entrez gene/locuslink:NTN(gene name synonym),"psi-mi:""MI:0096""(pull down)",Jing S (1997),pubmed:9407096,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:274600,-
98,SHH_PTCH1,HH,SHH,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,SHH - PTCH1,SHH:PTCH1_SMO,entrez gene/locuslink:6469,entrez gene/locuslink:5727,biogrid:112365|entrez gene/locuslink:SHH|entrez gene/locuslink:tcag7.582|uniprot/swiss-prot:Q15465|refseq:NP_000184,biogrid:111699|entrez gene/locuslink:PTCH1|entrez gene/locuslink:RP11-435O5.3|uniprot/swiss-prot:Q13635|refseq:NP_000255|refseq:NP_001341847|refseq:NP_001077071|refseq:NP_001077073|refseq:NP_001077072|refseq:NP_001077075|refseq:NP_001077074|refseq:NP_001077076,entrez gene/locuslink:HHG1(gene name synonym)|entrez gene/locuslink:HLP3(gene name synonym)|entrez gene/locuslink:HPE3(gene name synonym)|entrez gene/locuslink:MCOPCB5(gene name synonym)|entrez gene/locuslink:SMMCI(gene name synonym)|entrez gene/locuslink:TPT(gene name synonym)|entrez gene/locuslink:TPTPS(gene name synonym),entrez gene/locuslink:BCNS(gene name synonym)|entrez gene/locuslink:HPE7(gene name synonym)|entrez gene/locuslink:NBCCS(gene name synonym)|entrez gene/locuslink:PTC(gene name synonym)|entrez gene/locuslink:PTC1(gene name synonym)|entrez gene/locuslink:PTCH(gene name synonym)|entrez gene/locuslink:PTCH11(gene name synonym),"psi-mi:""MI:0428""(imaging technique)",Zhu R (2019),pubmed:31253779,taxid:9606,taxid:9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0463""(biogrid)",biogrid:2746555,-
99,PTN_ALK,PTN,PTN,ALK,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - ALK,PTN:ALK,entrez gene/locuslink:238,entrez gene/locuslink:5764,biogrid:106739|entrez gene/locuslink:ALK|uniprot/swiss-prot:Q9UM73|refseq:NP_004295,biogrid:111731|entrez gene/locuslink:PTN|uniprot/swiss-prot:P21246|refseq:NP_002816,entrez gene/locuslink:CD246(gene name synonym)|entrez gene/locuslink:NBLST3(gene name synonym),entrez gene/locuslink:HARP(gene name synonym)|entrez gene/locuslink:HBGF8(gene name synonym)|entrez gene/locuslink:HBNF(gene name synonym)|entrez gene/locuslink:NEGF1(gene name synonym),"psi-mi:""MI:0096""(pull down)",Stoica GE (2001),pubmed:11278720,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:274666,-
